State,Race,Gender,Year,Ages,Crude Death Rate (Per 100k Persons)
Connecticut,White,Male,2011,45-54 years,17
Connecticut,White,Male,2012,20-24 years,11.7
Connecticut,White,Male,2012,25-34 years,21
Connecticut,White,Male,2012,35-44 years,19.9
Connecticut,White,Male,2012,45-54 years,19.4
Connecticut,White,Male,2013,20-24 years,31.1
Connecticut,White,Male,2013,25-34 years,39.9
Connecticut,White,Male,2013,35-44 years,27.3
Connecticut,White,Male,2013,45-54 years,27.2
Connecticut,White,Male,2014,20-24 years,17.2
Connecticut,White,Male,2014,25-34 years,36.4
Connecticut,White,Male,2014,35-44 years,41.5
Connecticut,White,Male,2014,45-54 years,30.6
Connecticut,White,Male,2015,20-24 years,33
Connecticut,White,Male,2015,25-34 years,50.1
Connecticut,White,Male,2015,35-44 years,41.9
Connecticut,White,Male,2015,45-54 years,35
Connecticut,White,Male,2016,20-24 years,24.9
Connecticut,White,Male,2016,25-34 years,61.6
Connecticut,White,Male,2016,35-44 years,57.5
Connecticut,White,Male,2016,45-54 years,39.8
Delaware,White,Female,2015,25-34 years,25.6
Delaware,White,Female,2016,25-34 years,32.6
Delaware,White,Male,2001,35-44 years,22.6
Delaware,White,Male,2002,35-44 years,27
Delaware,White,Male,2006,25-34 years,29
Delaware,White,Male,2007,35-44 years,27.1
Delaware,White,Male,2008,25-34 years,28.8
Delaware,White,Male,2008,35-44 years,27.9
Delaware,White,Male,2009,35-44 years,24.2
Delaware,White,Male,2010,35-44 years,32.2
Delaware,White,Male,2010,45-54 years,30.6
Delaware,White,Male,2011,25-34 years,39.8
Delaware,White,Male,2013,25-34 years,30.9
Delaware,White,Male,2013,35-44 years,31.5
Delaware,White,Male,2013,45-54 years,29.8
Delaware,White,Male,2014,25-34 years,46.2
Delaware,White,Male,2014,35-44 years,29.1
Delaware,White,Male,2014,45-54 years,30.5
Delaware,White,Male,2015,25-34 years,59.4
Delaware,White,Male,2015,35-44 years,40
Delaware,White,Male,2015,45-54 years,46.4
Delaware,White,Male,2016,25-34 years,65.6
Delaware,White,Male,2016,35-44 years,43.1
Delaware,White,Male,2016,45-54 years,47.1
District of Columbia,Black or African American,Female,2000,35-44 years,38.2
District of Columbia,Black or African American,Female,2001,35-44 years,39
District of Columbia,Black or African American,Female,2003,45-54 years,41.1
District of Columbia,Black or African American,Female,2004,45-54 years,59.9
District of Columbia,Black or African American,Female,2005,45-54 years,41.5
District of Columbia,Black or African American,Female,2006,45-54 years,45.7
District of Columbia,Black or African American,Female,2016,45-54 years,57.3
District of Columbia,Black or African American,Male,1999,35-44 years,50.1
District of Columbia,Black or African American,Male,1999,45-54 years,68.1
District of Columbia,Black or African American,Male,2000,45-54 years,103
District of Columbia,Black or African American,Male,2001,35-44 years,71.7
District of Columbia,Black or African American,Male,2001,45-54 years,109.2
District of Columbia,Black or African American,Male,2002,35-44 years,53.8
District of Columbia,Black or African American,Male,2002,45-54 years,58.3
District of Columbia,Black or African American,Male,2003,35-44 years,64.4
District of Columbia,Black or African American,Male,2003,45-54 years,117
District of Columbia,Black or African American,Male,2004,35-44 years,58.8
District of Columbia,Black or African American,Male,2004,45-54 years,81.3
District of Columbia,Black or African American,Male,2005,45-54 years,90.4
District of Columbia,Black or African American,Male,2006,45-54 years,113.5
District of Columbia,Black or African American,Male,2007,45-54 years,58.6
District of Columbia,Black or African American,Male,2008,45-54 years,62.4
District of Columbia,Black or African American,Male,2010,45-54 years,62.9
District of Columbia,Black or African American,Male,2011,45-54 years,45.6
District of Columbia,Black or African American,Male,2012,45-54 years,47.2
District of Columbia,Black or African American,Male,2013,45-54 years,48.3
District of Columbia,Black or African American,Male,2014,45-54 years,54.6
District of Columbia,Black or African American,Male,2015,45-54 years,107.2
District of Columbia,Black or African American,Male,2016,45-54 years,209.4
Florida,Black or African American,Female,2001,35-44 years,4.8
Florida,Black or African American,Female,2003,45-54 years,9.2
Florida,Black or African American,Female,2005,35-44 years,5
Florida,Black or African American,Female,2005,45-54 years,6.7
Florida,Black or African American,Female,2006,45-54 years,7.9
Florida,Black or African American,Female,2007,45-54 years,9.1
Florida,Black or African American,Female,2008,35-44 years,4.9
Florida,Black or African American,Female,2010,45-54 years,4.9
Florida,Black or African American,Female,2013,45-54 years,4.4
Florida,Black or African American,Female,2014,35-44 years,4.3
Florida,Black or African American,Female,2015,45-54 years,4.3
Florida,Black or African American,Female,2016,35-44 years,5.7
Florida,Black or African American,Female,2016,45-54 years,7.3
Florida,Black or African American,Male,2000,35-44 years,13.1
Florida,Black or African American,Male,2000,45-54 years,7.8
Florida,Black or African American,Male,2001,25-34 years,6.3
Florida,Black or African American,Male,2001,35-44 years,5.9
Florida,Black or African American,Male,2001,45-54 years,16.7
Florida,Black or African American,Male,2002,35-44 years,10.5
Florida,Black or African American,Male,2002,45-54 years,15.7
Florida,Black or African American,Male,2003,25-34 years,7.2
Florida,Black or African American,Male,2003,35-44 years,8.4
Florida,Black or African American,Male,2003,45-54 years,13.6
Florida,Black or African American,Male,2004,35-44 years,6.7
Florida,Black or African American,Male,2004,45-54 years,12.3
Florida,Black or African American,Male,2005,25-34 years,5.7
Florida,Black or African American,Male,2005,35-44 years,12.2
Florida,Black or African American,Male,2005,45-54 years,15.2
Florida,Black or African American,Male,2006,25-34 years,7.5
Florida,Black or African American,Male,2006,35-44 years,8.5
Florida,Black or African American,Male,2006,45-54 years,11.7
Florida,Black or African American,Male,2007,25-34 years,5.4
Florida,Black or African American,Male,2007,35-44 years,10
Florida,Black or African American,Male,2007,45-54 years,10.2
Florida,Black or African American,Male,2008,35-44 years,10
Florida,Black or African American,Male,2008,45-54 years,13
Florida,Black or African American,Male,2009,35-44 years,6.5
Florida,Black or African American,Male,2010,35-44 years,6
Florida,Black or African American,Male,2010,45-54 years,6
Florida,Black or African American,Male,2011,35-44 years,6
Florida,Black or African American,Male,2011,45-54 years,9.8
Florida,Black or African American,Male,2012,25-34 years,5
Florida,Black or African American,Male,2012,45-54 years,9.2
Florida,Black or African American,Male,2013,35-44 years,5.4
Florida,Black or African American,Male,2013,45-54 years,8.7
Florida,Black or African American,Male,2014,25-34 years,5.2
Florida,Black or African American,Male,2014,35-44 years,7.2
Florida,Black or African American,Male,2014,45-54 years,11.6
Florida,Black or African American,Male,2015,25-34 years,4.2
Florida,Black or African American,Male,2015,35-44 years,7.5
Florida,Black or African American,Male,2015,45-54 years,11.1
Florida,Black or African American,Male,2016,25-34 years,10.2
Florida,Black or African American,Male,2016,35-44 years,11.9
Florida,Black or African American,Male,2016,45-54 years,18.7
Florida,White,Female,1999,25-34 years,2.1
Florida,White,Female,1999,35-44 years,3.6
Florida,White,Female,1999,45-54 years,2.6
Florida,White,Female,2000,20-24 years,2.9
Florida,White,Female,2000,25-34 years,1.5
Florida,White,Female,2000,35-44 years,4.3
Florida,White,Female,2000,45-54 years,2
Florida,White,Female,2001,20-24 years,4.7
Florida,White,Female,2001,25-34 years,3.5
Florida,White,Female,2001,35-44 years,4.5
Florida,White,Female,2001,45-54 years,4.7
Florida,White,Female,2002,20-24 years,5.8
Florida,White,Female,2002,25-34 years,3
Florida,White,Female,2002,35-44 years,8.3
Florida,White,Female,2002,45-54 years,5.1
Florida,White,Female,2003,20-24 years,4.3
Florida,White,Female,2003,25-34 years,4.6
Florida,White,Female,2003,35-44 years,8.2
Florida,White,Female,2003,45-54 years,6.6
Florida,White,Female,2004,20-24 years,3.7
Florida,White,Female,2004,25-34 years,5.3
Florida,White,Female,2004,35-44 years,8
Florida,White,Female,2004,45-54 years,7.2
Florida,White,Female,2005,20-24 years,3.1
Florida,White,Female,2005,25-34 years,4.7
Florida,White,Female,2005,35-44 years,6
Florida,White,Female,2005,45-54 years,7.5
Florida,White,Female,2006,15-19 years,2.8
Florida,White,Female,2006,20-24 years,4.2
Florida,White,Female,2006,25-34 years,5
Florida,White,Female,2006,35-44 years,7
Florida,White,Female,2006,45-54 years,7.5
Florida,White,Female,2007,20-24 years,4.2
Florida,White,Female,2007,25-34 years,6.3
Florida,White,Female,2007,35-44 years,6.8
Florida,White,Female,2007,45-54 years,8.1
Florida,White,Female,2008,20-24 years,3.4
Florida,White,Female,2008,25-34 years,5
Florida,White,Female,2008,35-44 years,5.5
Florida,White,Female,2008,45-54 years,8.2
Florida,White,Female,2009,20-24 years,2.7
Florida,White,Female,2009,25-34 years,4.7
Florida,White,Female,2009,35-44 years,6.6
Florida,White,Female,2009,45-54 years,9.1
Florida,White,Female,2010,15-19 years,2.5
Florida,White,Female,2010,20-24 years,3.2
Florida,White,Female,2010,25-34 years,6
Florida,White,Female,2010,35-44 years,4.4
Florida,White,Female,2010,45-54 years,8.8
Florida,White,Female,2011,20-24 years,3.3
Florida,White,Female,2011,25-34 years,4.4
Florida,White,Female,2011,35-44 years,5.3
Florida,White,Female,2011,45-54 years,7.6
Florida,White,Female,2012,25-34 years,5.4
Florida,White,Female,2012,35-44 years,5.3
Florida,White,Female,2012,45-54 years,7.1
Florida,White,Female,2013,25-34 years,4.1
Florida,White,Female,2013,35-44 years,6.3
Florida,White,Female,2013,45-54 years,7.3
Florida,White,Female,2014,20-24 years,3.2
Florida,White,Female,2014,25-34 years,6.8
Florida,White,Female,2014,35-44 years,5.7
Florida,White,Female,2014,45-54 years,6.5
Florida,White,Female,2015,20-24 years,7.7
Florida,White,Female,2015,25-34 years,8.7
Florida,White,Female,2015,35-44 years,8.4
Florida,White,Female,2015,45-54 years,7.2
Florida,White,Female,2016,20-24 years,8.5
Florida,White,Female,2016,25-34 years,13.9
Florida,White,Female,2016,35-44 years,13.3
Florida,White,Female,2016,45-54 years,12.3
Florida,White,Male,1999,20-24 years,6.4
Florida,White,Male,1999,25-34 years,7.2
Florida,White,Male,1999,35-44 years,8.5
Florida,White,Male,1999,45-54 years,8.3
Florida,White,Male,2000,20-24 years,10.1
Florida,White,Male,2000,25-34 years,7.3
Florida,White,Male,2000,35-44 years,11.2
Florida,White,Male,2000,45-54 years,9.7
Florida,White,Male,2001,15-19 years,4.7
Florida,White,Male,2001,20-24 years,11.6
Florida,White,Male,2001,25-34 years,10.4
Florida,White,Male,2001,35-44 years,16
Florida,White,Male,2001,45-54 years,10.1
Florida,White,Male,2002,15-19 years,3.6
Florida,White,Male,2002,20-24 years,10.4
Florida,White,Male,2002,25-34 years,13.8
Florida,White,Male,2002,35-44 years,15.8
Florida,White,Male,2002,45-54 years,14.8
Florida,White,Male,2003,15-19 years,6.6
Florida,White,Male,2003,20-24 years,14.6
Florida,White,Male,2003,25-34 years,18.2
Florida,White,Male,2003,35-44 years,18.7
Florida,White,Male,2003,45-54 years,17.3
Florida,White,Male,2004,15-19 years,4.8
Florida,White,Male,2004,20-24 years,13.8
Florida,White,Male,2004,25-34 years,16.5
Florida,White,Male,2004,35-44 years,16.1
Florida,White,Male,2004,45-54 years,17.6
Florida,White,Male,2005,15-19 years,4
Florida,White,Male,2005,20-24 years,9.8
Florida,White,Male,2005,25-34 years,14.9
Florida,White,Male,2005,35-44 years,14.8
Florida,White,Male,2005,45-54 years,15.9
Florida,White,Male,2006,15-19 years,5.4
Florida,White,Male,2006,20-24 years,14.4
Florida,White,Male,2006,25-34 years,16.2
Florida,White,Male,2006,35-44 years,16.6
Florida,White,Male,2006,45-54 years,15.3
Florida,White,Male,2007,15-19 years,5.3
Florida,White,Male,2007,20-24 years,13.7
Florida,White,Male,2007,25-34 years,17.5
Florida,White,Male,2007,35-44 years,17
Florida,White,Male,2007,45-54 years,17.3
Florida,White,Male,2008,15-19 years,3
Florida,White,Male,2008,20-24 years,12.2
Florida,White,Male,2008,25-34 years,17.4
Florida,White,Male,2008,35-44 years,13.1
Florida,White,Male,2008,45-54 years,16.5
Florida,White,Male,2009,15-19 years,3.9
Florida,White,Male,2009,20-24 years,13.5
Florida,White,Male,2009,25-34 years,18.5
Florida,White,Male,2009,35-44 years,13.4
Florida,White,Male,2009,45-54 years,16.6
Florida,White,Male,2010,15-19 years,3
Florida,White,Male,2010,20-24 years,9.8
Florida,White,Male,2010,25-34 years,16.3
Florida,White,Male,2010,35-44 years,15.3
Florida,White,Male,2010,45-54 years,15.4
Florida,White,Male,2011,15-19 years,3.3
Florida,White,Male,2011,20-24 years,4.7
Florida,White,Male,2011,25-34 years,15.4
Florida,White,Male,2011,35-44 years,14.5
Florida,White,Male,2011,45-54 years,13.2
Florida,White,Male,2012,20-24 years,7.3
Florida,White,Male,2012,25-34 years,10.9
Florida,White,Male,2012,35-44 years,10.7
Florida,White,Male,2012,45-54 years,13.8
Florida,White,Male,2013,20-24 years,7.9
Florida,White,Male,2013,25-34 years,12
Florida,White,Male,2013,35-44 years,13.3
Florida,White,Male,2013,45-54 years,12.8
Florida,White,Male,2014,20-24 years,8.6
Florida,White,Male,2014,25-34 years,17
Florida,White,Male,2014,35-44 years,15.6
Florida,White,Male,2014,45-54 years,12.2
Florida,White,Male,2015,20-24 years,12.9
Florida,White,Male,2015,25-34 years,25.6
Florida,White,Male,2015,35-44 years,24.3
Florida,White,Male,2015,45-54 years,15.1
Florida,White,Male,2016,15-19 years,2.5
Florida,White,Male,2016,20-24 years,21.7
Florida,White,Male,2016,25-34 years,46.3
Florida,White,Male,2016,35-44 years,42.6
Florida,White,Male,2016,45-54 years,25.3
Georgia,Black or African American,Female,2001,35-44 years,5.5
Georgia,Black or African American,Female,2003,35-44 years,4.5
Georgia,Black or African American,Female,2004,35-44 years,4.9
Georgia,Black or African American,Female,2007,45-54 years,6.2
Georgia,Black or African American,Female,2008,45-54 years,4.6
Georgia,Black or African American,Female,2009,45-54 years,4.5
Georgia,Black or African American,Female,2010,45-54 years,4.4
Georgia,Black or African American,Female,2014,45-54 years,4.6
Georgia,Black or African American,Female,2015,45-54 years,5.4
Georgia,Black or African American,Female,2016,25-34 years,4.1
Georgia,Black or African American,Female,2016,45-54 years,5.7
Georgia,Black or African American,Male,1999,35-44 years,6.2
Georgia,Black or African American,Male,1999,45-54 years,10
Georgia,Black or African American,Male,2000,35-44 years,6.6
Georgia,Black or African American,Male,2000,45-54 years,10.3
Georgia,Black or African American,Male,2001,45-54 years,13.3
Georgia,Black or African American,Male,2002,35-44 years,5.3
Georgia,Black or African American,Male,2002,45-54 years,17.5
Georgia,Black or African American,Male,2003,25-34 years,5.5
Georgia,Black or African American,Male,2003,35-44 years,10.5
Georgia,Black or African American,Male,2003,45-54 years,9.4
Georgia,Black or African American,Male,2004,35-44 years,7.8
Georgia,Black or African American,Male,2004,45-54 years,9
Georgia,Black or African American,Male,2005,25-34 years,5.4
Georgia,Black or African American,Male,2005,35-44 years,7.7
Georgia,Black or African American,Male,2005,45-54 years,17.3
Georgia,Black or African American,Male,2006,25-34 years,5.2
Georgia,Black or African American,Male,2006,35-44 years,6.5
Georgia,Black or African American,Male,2006,45-54 years,17.7
Georgia,Black or African American,Male,2007,25-34 years,5.7
Georgia,Black or African American,Male,2007,35-44 years,6.9
Georgia,Black or African American,Male,2007,45-54 years,15.8
Georgia,Black or African American,Male,2008,25-34 years,5.5
Georgia,Black or African American,Male,2008,35-44 years,4.9
Georgia,Black or African American,Male,2008,45-54 years,13
Georgia,Black or African American,Male,2009,35-44 years,8.3
Georgia,Black or African American,Male,2009,45-54 years,9.5
